what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769752712862
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1769752715646
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1769752717324
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1769752719489
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1769752719669
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769752723455
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769752732703
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769752734511
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769752745679
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1769752755815
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1769752755960
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769752759084
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769752815373
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1769752818301
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1769752818487
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1769752819363
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1769752820045
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1769752820854
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1769752825972
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769752831085
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769752831130
executed,command,org.eclipse.jdt.debug.ui,3.6.0.v20110512,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1769752831138
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1769752832724
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1769752894346
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769752900930
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769752900985
