what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769618981629
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769619009543
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769619011641
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769619013569
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1769619031592
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769619038251
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769619046833
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1769619046956
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1769619046981
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769619048105
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769619049341
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1769619050599
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1769619051588
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1769619063922
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769619067217
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769619073557
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1769619073667
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1769619073685
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769619074737
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769619076106
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1769619079086
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769619085612
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769619088264
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1769619100215
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769619102919
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769619147863
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1769619147903
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769619150893
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769619160146
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1769619160263
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1769619160285
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1769619162427
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1769619163273
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769619179758
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769619183172
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1769619184536
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1769619185708
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769619188072
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769619257675
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1769619257695
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1769619257894
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1769619286495
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1769619286702
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1769619286718
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769619291908
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769619293857
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1769619296097
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1769619296988
