what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1769633088204
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769633093377
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769633100373
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1769633102058
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1769633103399
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1769633106258
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1769633106433
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769633112743
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769633167389
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1769633170283
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1769633171364
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1769633172308
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1769633176726
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1769633176901
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769633185326
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769633203131
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769633216061
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769633238655
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1769633241399
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1769633242408
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1769633243254
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1769633249097
executed,command,org.eclipse.jdt.debug.ui,3.6.0.v20110512,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1769633254988
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769633255020
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769633256968
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1769633262416
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769633264366
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769633351525
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1769633352270
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1769633352954
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1769633353767
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1769633356018
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1769633358736
executed,command,org.eclipse.jdt.debug.ui,3.6.0.v20110512,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1769633363032
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769633364717
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769633377243
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769633425078
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769633527957
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769633528698
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769633531195
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769633551438
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769633553207
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769633553507
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.0.20110607-2117,"org.eclipse.m2e.logback.configuration",1769633554506
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1769633774561
started,bundle,org.eclipse.osgi,3.7.0.v20110613,"org.eclipse.osgi",1769633774561
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110502-1955,"org.eclipse.equinox.simpleconfigurator",1769633774561
started,bundle,com.ibm.icu,4.4.2.v20110208,"com.ibm.icu",1769633774561
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1769633774561
