what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1769799577567
started,bundle,org.eclipse.ltk.core.refactoring,3.5.200.v20110505-0800,"org.eclipse.ltk.core.refactoring",1769799577569
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1769799577571
started,bundle,org.eclipse.m2e.logback.configuration,1.0.0.20110607-2117,"org.eclipse.m2e.logback.configuration",1769799577573
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.core",1769799577573
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1769799577575
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1769799577575
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1769799577575
started,bundle,org.eclipse.mylyn.commons.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.ui",1769799577577
started,bundle,org.eclipse.mylyn.context.core,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.core",1769799577579
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1769799577581
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1769799577583
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.tasks.ui",1769799577585
started,bundle,org.eclipse.mylyn.team.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.team.ui",1769799577585
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1769799577587
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1769799577589
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1769799577589
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1769799577594
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1769799577597
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1769799577599
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1769799577601
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1769799577601
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1769799577635
started,bundle,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.ide",1769799577635
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1769799577637
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1769799577639
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1769799577639
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1769799577639
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1769799577642
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1769799577647
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1769799577647
started,bundle,org.eclipse.wb.discovery.core,1.0.0.r37x201106081733,"org.eclipse.wb.discovery.core",1769799577647
os,sysinfo,,,"win32",1769799577655
arch,sysinfo,,,"x86",1769799577655
ws,sysinfo,,,"win32",1769799577655
locale,sysinfo,,,"en_IN",1769799577655
processors,sysinfo,,,"8",1769799577655
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1769799577655
java.runtime.version,sysinfo,,,"1.7.0_17-b02",1769799577655
java.specification.name,sysinfo,,,"Java Platform API Specification",1769799577655
java.specification.vendor,sysinfo,,,"Oracle Corporation",1769799577655
java.specification.version,sysinfo,,,"1.7",1769799577655
java.vendor,sysinfo,,,"Oracle Corporation",1769799577657
java.version,sysinfo,,,"1.7.0_17",1769799577657
java.vm.info,sysinfo,,,"mixed mode, sharing",1769799577657
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1769799577657
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1769799577657
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1769799577657
java.vm.specification.version,sysinfo,,,"1.7",1769799577657
java.vm.vendor,sysinfo,,,"Oracle Corporation",1769799577657
java.vm.version,sysinfo,,,"23.7-b01",1769799577657
started,bundle,org.eclipse.m2e.usagedata,1.0.0.20110607-2117,"org.eclipse.m2e.usagedata",1769799577660
started,bundle,org.eclipse.wb.discovery.ui,1.0.0.r37x201106081733,"org.eclipse.wb.discovery.ui",1769799577728
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1769799578206
